DOI,Tortured Phrases,filename
10.1109/icscan49426.2020.9262347,content-to-discourse • discourse acknowledgement OR discourse acknowledgment • discourse signal • speaker subordinate • speaker-subordinate • talk affirmation,icscan49426.2020.9262347.pdf
10.1109/icpects49113.2020.9337046,directing convention • mist registering • specially appointed system • steering convention • vitality utilization • steering table AND network,icpects49113.2020.9337046.pdf
10.1109/icbdss51270.2020.00010,Alzheimer's ailment • Alzheimer's infection • Alzheimer's malady • Alzheimer's sickness • amino corrosive • dimensionality decrease,icbdss51270.2020.00010.pdf
10.1109/icais50930.2021.9395963,affiliation rule mining • back likelihood • coronary illness • hereditary calculation • prescient capacity • yield layer AND neural,icais50930.2021.9395963.pdf
10.1109/iccmc51019.2021.9418281,brilliant metering • keen gadget • keen lattice • ozone harming substance • savvy metering • brilliant AND keen AND savvy AND shrewd,iccmc51019.2021.9418281.pdf
10.1109/iciem51511.2021.9445346,facial acknowledgement OR facial acknowledgment • facial highlights • feeling acknowledgment • highlight extraction • strategic relapse • profound learning AND deep learning,iciem51511.2021.9445346.pdf
10.1109/icoei51242.2021.9452920,blunder rate • choice tree • fluffy rationale • misfortune rate • parcel misfortune • versatile hub,icoei51242.2021.9452920.pdf
10.1109/csnt51715.2021.9509695,atom swarm • counterfeit neural • fake neural • mind tumor • swarm improvement • back spread AND neural,csnt51715.2021.9509695.pdf
10.1109/iccct53315.2021.9711829,ailment expectation • calculated relapse • help vector machine • straight relapse • strategic relapse • brilliant AND keen AND savvy AND shrewd,iccct53315.2021.9711829.pdf
10.1109/icac3n53548.2021.9725583,feeling recognition • profound neural organization • profound learning AND deep learning,icac3n53548.2021.9725583.pdf
10.1109/sceecs54111.2022.9741022,disarray lattice • extricated highlights • mind tumor • profound neural organization • strategic relapse • yield layer AND neural,sceecs54111.2022.9741022.pdf
10.1109/icais53314.2022.9742981,exactness accuracy~5 • highlight extraction • intermittent neural organizations • profound neural organization • symphonious mean • profound learning AND deep learning,icais53314.2022.9742981.pdf
10.1109/tensymp54529.2022.9864421,counterfeit news • exactness accuracy~5 • hereditary calculation • pre-handling • regular language handling • profound learning AND deep learning,tensymp54529.2022.9864421.pdf
10.1109/aic55036.2022.9848912,information digging • information stockroom • molecule swarm • enhancement calculation AND optimiz*,aic55036.2022.9848912.pdf
10.1109/iciem54221.2022.9853068,computerized reasoning • malignant hub • parcel misfortune • pernicious hub,iciem54221.2022.9853068.pdf
10.1109/com-it-con54601.2022.9850519,crude information • exactness accuracy~5 • high-exactness • pre-handling • sigmoid capacity • strategic relapse,com-it-con54601.2022.9850519.pdf
10.1109/icces54183.2022.9836007,crude information • profound convolutional • move learning AND transfer learning • profound learning AND deep learning,icces54183.2022.9836007.pdf
10.1109/icacite53722.2022.9823637,backing vector machine • fake neural • pre-handling • transcribed digit • layer yields AND neural network • profound learning AND deep learning,icacite53722.2022.9823637.pdf
10.1109/icacite53722.2022.9823549,direct blend • discourse acknowledgement OR discourse acknowledgment • restorative imaging • wellness esteem,icacite53722.2022.9823549.pdf
10.1109/icacite53722.2022.9823423,enactment work • intermittent neural organizations • profound neural organization • secret layer • stowed away layers • profound learning AND deep learning,icacite53722.2022.9823423.pdf
10.1109/hora55278.2022.9799887,Fourier change • blunder rate • quick Fourier change • sign to clamor • sign to commotion • square blunder,hora55278.2022.9799887.pdf
10.1109/iciccs53718.2022.9788156,brilliant lattice • directing convention • shrewd city • steering convention,iciccs53718.2022.9788156.pdf
10.1109/icaccs54159.2022.9785336,counterfeit neural • regular language handling • talk affirmation • profound learning AND deep learning,icaccs54159.2022.9785336.pdf
10.1109/icaccs54159.2022.9784988,monetary misfortunes • savvy contract,icaccs54159.2022.9784988.pdf
10.1109/icaccs54159.2022.9784979,crude information • mean outright blunder • pre-handling • square mistake • stowed away layers • layer yields AND neural network,icaccs54159.2022.9784979.pdf
10.1109/icsss54381.2022.9782208,Wavelet change • discrete cosine change • highlight extraction • pre-handling • preparation dataset • profound learning AND deep learning,icsss54381.2022.9782208.pdf
10.1109/icears53579.2022.9751728,fluffy rationale • fluffy set • hereditary calculation • versatile hub • vitality utilization • enhancement calculation AND optimiz*,icears53579.2022.9751728.pdf
10.1109/icatme50232.2021.9732710,bunching clustering~20 • bunching strategies • fluffy framework • gatherings clustering~10 • k-implies bunching • k-implies calculation,icatme50232.2021.9732710.pdf
10.1109/icac3n53548.2021.9725781,counterfeit insight • fake neural • fluffy logic • neural organize • yield layer AND neural • layer yields AND neural network,icac3n53548.2021.9725781.pdf
10.1109/icac3n53548.2021.9725753,content-to-discourse • counterfeit insight • discourse recognition,icac3n53548.2021.9725753.pdf
10.1109/icac3n53548.2021.9725676,counterfeit neural • cutting-edge execution • mind tumor • profound learning AND deep learning,icac3n53548.2021.9725676.pdf
10.1109/icac3n53548.2021.9725653,Wavelet change • back likelihood • likelihood appropriation,icac3n53548.2021.9725653.pdf
10.1109/iceeccot52851.2021.9708006,crude information • direct relapse • disappointment rate • prescient model • back spread AND neural • relapse strategies AND regression,iceeccot52851.2021.9708006.pdf
10.1109/iscon52037.2021.9702497,optical character acknowledgment • outwardly debilitated • text-to-discourse • profound learning AND deep learning,iscon52037.2021.9702497.pdf
10.1109/iciip53038.2021.9702588,concealed layer • yield layer AND neural • layer yields AND neural network • content arrangement AND classification,iciip53038.2021.9702588.pdf
10.1109/i-pact52855.2021.9697052,bolster vector machine • convolution neural system • highlight extraction • profound learning AND deep learning,i-pact52855.2021.9697052.pdf
10.1109/icmnwc52512.2021.9688558,customary strategies • cutting-edge execution • facial acknowledgement OR facial acknowledgment • pre-handling • preparation dataset • profound learning AND deep learning,icmnwc52512.2021.9688558.pdf
10.1109/iceca52323.2021.9676071,boric corrosive • genuine esteemed • pre-preparing • recurrence band • signal to commotion • water profundity,iceca52323.2021.9676071.pdf
10.1109/iceca52323.2021.9676030,blunder rate • direct blend • strategic relapse • profound learning AND deep learning,iceca52323.2021.9676030.pdf
10.1109/smart52563.2021.9676331,Gaussian combination models • k-implies bunching • pre-handling • preparing information AND (training set OR training dataset),smart52563.2021.9676331.pdf
10.1109/icaeca52838.2021.9675761,affiliation rule mining • highlight extraction • innocent Bayes • k-implies bunching • pre-handling • pre-preparing,icaeca52838.2021.9675761.pdf
10.1109/icecct52121.2021.9616868,Alzheimer's infection • Parkinson's illness • calculated relapse • pre-handling • random woodland • sound individuals,icecct52121.2021.9616868.pdf
10.1109/icosec51865.2021.9591623,bosom malignant • help vector machine • lung knob • profound model • speculation execution • profound learning AND deep learning,icosec51865.2021.9591623.pdf
10.1109/stcr51658.2021.9588861,acoustic highlights • discourse feeling acknowledgment • discourse recognition • feeling acknowledgment • intermittent neural organizations • picture highlights AND image features,stcr51658.2021.9588861.pdf
10.1109/rteict52294.2021.9573527,Alzheimer's infection • Alzheimer's sickness • bunching clustering~20 • crude information • highlight extraction • k-implies clustering,rteict52294.2021.9573527.pdf
10.1109/icirca51532.2021.9545042,focal preparing unit • steering convention • brilliant AND keen AND savvy AND shrewd,icirca51532.2021.9545042.pdf
10.1109/icesc51422.2021.9532767,discourse acknowledgement OR discourse acknowledgment • man-made consciousness • profound neural system • yield layer AND neural • profound learning AND deep learning • picture acknowledgment AND image recognition,icesc51422.2021.9532767.pdf
10.1109/icesc51422.2021.9532679,enactment work • intermittent neural organizations • preparation information • preparing information AND (training set OR training dataset),icesc51422.2021.9532679.pdf
10.1109/eurocon52738.2021.9535541,approval misfortune • help vector machine • highlight extraction • observational examination • prescient model • squared mistake,eurocon52738.2021.9535541.pdf
10.1109/icecce52056.2021.9514139,Wavelet change • facial acknowledgement OR facial acknowledgment • molecule swarm • squared mistake • wellness esteem • profound learning AND deep learning,icecce52056.2021.9514139.pdf
10.1109/icoei51242.2021.9452890,attractive reverberation • high-exactness • highlight extraction • mind tumor • slope plunge • profound learning AND deep learning,icoei51242.2021.9452890.pdf
